Lux,Humidity,Productivity,DateTime
218.13,53.20,0,11:08:09 7/7/2022
219.61,53.20,0,11:08:10 7/7/2022
219.61,53.20,0,11:08:11 7/7/2022
218.13,53.20,0,11:08:12 7/7/2022
219.61,53.20,0,11:08:13 7/7/2022
221.11,53.30,0,11:08:15 7/7/2022
221.11,53.30,0,11:08:16 7/7/2022
221.11,53.30,0,11:08:17 7/7/2022
221.11,53.30,0,11:08:18 7/7/2022
219.61,53.40,0,11:08:19 7/7/2022
219.61,53.40,0,11:08:21 7/7/2022
219.61,53.30,0,11:08:22 7/7/2022
219.61,53.30,0,11:08:23 7/7/2022
221.11,53.40,0,11:08:24 7/7/2022
219.61,53.40,0,11:08:25 7/7/2022
218.13,53.40,0,11:08:27 7/7/2022
216.66,53.40,0,11:08:28 7/7/2022
216.66,53.40,0,11:08:29 7/7/2022
216.66,53.40,0,11:08:30 7/7/2022
215.20,53.40,0,11:08:32 7/7/2022
215.20,53.40,0,11:08:33 7/7/2022
212.30,53.50,0,11:08:34 7/7/2022
209.39,53.50,0,11:08:35 7/7/2022
205.05,53.50,0,11:08:36 7/7/2022
202.16,53.50,0,11:08:38 7/7/2022
197.84,53.40,0,11:08:39 7/7/2022
194.96,53.40,0,11:08:40 7/7/2022
189.22,53.40,0,11:08:41 7/7/2022
183.52,53.40,0,11:08:42 7/7/2022
177.84,53.40,0,11:08:44 7/7/2022
175.01,53.40,0,11:08:45 7/7/2022
172.19,53.30,0,11:08:46 7/7/2022
170.79,53.30,0,11:08:47 7/7/2022
166.58,53.40,0,11:08:48 7/7/2022
162.40,53.40,0,11:08:50 7/7/2022
158.24,53.40,0,11:08:51 7/7/2022
154.10,53.40,0,11:08:52 7/7/2022
151.36,53.40,0,11:08:53 7/7/2022
149.99,53.40,0,11:08:54 7/7/2022
147.27,53.30,0,11:08:56 7/7/2022
145.91,53.30,0,11:08:57 7/7/2022
141.85,53.30,0,11:08:58 7/7/2022
140.51,53.30,0,11:08:59 7/7/2022
140.51,53.30,0,11:09:01 7/7/2022
141.85,53.30,0,11:09:02 7/7/2022
141.85,53.40,0,11:09:03 7/7/2022
141.85,53.40,0,11:09:04 7/7/2022
140.51,53.30,0,11:09:05 7/7/2022
139.17,53.30,0,11:09:07 7/7/2022
139.17,53.40,0,11:09:08 7/7/2022
139.17,53.40,0,11:09:09 7/7/2022
140.51,53.30,0,11:09:10 7/7/2022
140.51,53.30,0,11:09:11 7/7/2022
140.51,53.30,0,11:09:13 7/7/2022
137.83,53.30,0,11:09:14 7/7/2022
136.49,53.40,0,11:09:15 7/7/2022
136.49,53.40,0,11:09:16 7/7/2022
136.49,53.40,0,11:09:17 7/7/2022
135.16,53.40,0,11:09:19 7/7/2022
135.16,53.40,0,11:09:20 7/7/2022
133.83,53.40,0,11:09:21 7/7/2022
132.51,53.40,0,11:09:22 7/7/2022
132.51,53.40,0,11:09:23 7/7/2022
132.51,53.40,0,11:09:25 7/7/2022
132.51,53.40,0,11:09:26 7/7/2022
133.83,53.40,0,11:09:27 7/7/2022
132.51,53.40,0,11:09:28 7/7/2022
131.18,53.40,0,11:09:30 7/7/2022
129.87,53.40,0,11:09:31 7/7/2022
132.51,53.50,0,11:09:32 7/7/2022
132.51,53.50,0,11:09:33 7/7/2022
135.16,53.50,0,11:09:34 7/7/2022
136.49,53.50,0,11:09:36 7/7/2022
136.49,53.50,0,11:09:37 7/7/2022
136.49,53.50,0,11:09:38 7/7/2022
136.49,53.50,0,11:09:39 7/7/2022
139.17,53.50,0,11:09:40 7/7/2022
141.85,53.50,0,11:09:42 7/7/2022
143.20,53.50,0,11:09:43 7/7/2022
145.91,53.50,0,11:09:44 7/7/2022
148.63,53.50,0,11:09:45 7/7/2022
152.73,53.50,0,11:09:46 7/7/2022
158.24,53.50,0,11:09:48 7/7/2022
166.58,53.50,0,11:09:49 7/7/2022
175.01,53.50,0,11:09:50 7/7/2022
182.09,53.50,0,11:09:51 7/7/2022
187.79,53.50,0,11:09:52 7/7/2022
190.66,53.50,0,11:09:54 7/7/2022
193.52,53.50,0,11:09:55 7/7/2022
197.84,53.50,0,11:09:56 7/7/2022
199.28,53.50,0,11:09:57 7/7/2022
200.72,53.60,0,11:09:59 7/7/2022
199.28,53.60,0,11:10:00 7/7/2022
196.40,53.50,0,11:10:01 7/7/2022
192.09,53.50,0,11:10:02 7/7/2022
189.22,53.50,0,11:10:03 7/7/2022
187.79,53.50,0,11:10:05 7/7/2022
184.94,53.60,0,11:10:06 7/7/2022
182.09,53.60,0,11:10:07 7/7/2022
179.25,53.60,0,11:10:08 7/7/2022
176.42,53.60,0,11:10:09 7/7/2022
173.60,53.60,0,11:10:11 7/7/2022
173.60,53.60,0,11:10:12 7/7/2022
173.60,53.70,0,11:10:13 7/7/2022
175.01,53.70,0,11:10:14 7/7/2022
176.42,53.70,0,11:10:15 7/7/2022
176.42,53.70,0,11:10:17 7/7/2022
176.42,53.70,0,11:10:18 7/7/2022
179.25,53.70,0,11:10:19 7/7/2022
182.09,53.70,0,11:10:20 7/7/2022
186.37,53.70,0,11:10:21 7/7/2022
190.66,53.70,0,11:10:23 7/7/2022
194.96,53.70,0,11:10:24 7/7/2022
196.40,53.70,0,11:10:25 7/7/2022
199.28,53.70,0,11:10:26 7/7/2022
203.61,53.60,0,11:10:27 7/7/2022
203.61,53.60,0,11:10:29 7/7/2022
203.61,53.60,0,11:10:30 7/7/2022
205.05,53.60,0,11:10:31 7/7/2022
205.05,53.60,0,11:10:32 7/7/2022
206.50,53.60,0,11:10:34 7/7/2022
207.95,53.70,0,11:10:35 7/7/2022
207.95,53.70,0,11:10:36 7/7/2022
207.95,53.60,0,11:10:37 7/7/2022
209.39,53.60,0,11:10:38 7/7/2022
210.84,53.60,0,11:10:40 7/7/2022
212.30,53.60,0,11:10:41 7/7/2022
213.75,53.60,0,11:10:42 7/7/2022
213.75,53.60,0,11:10:43 7/7/2022
213.75,53.60,0,11:10:44 7/7/2022
213.75,53.60,0,11:10:46 7/7/2022
216.66,53.70,0,11:10:47 7/7/2022
216.66,53.70,0,11:10:48 7/7/2022
218.13,53.60,0,11:10:49 7/7/2022
218.13,53.60,0,11:10:50 7/7/2022
218.13,53.60,0,11:10:52 7/7/2022
218.13,53.60,0,11:10:53 7/7/2022
216.66,53.60,0,11:10:54 7/7/2022
218.13,53.60,0,11:10:55 7/7/2022
218.13,53.60,0,11:10:56 7/7/2022
218.13,53.60,0,11:10:58 7/7/2022
219.61,53.70,0,11:10:59 7/7/2022
218.13,53.70,0,11:11:00 7/7/2022
218.13,53.70,0,11:11:01 7/7/2022
218.13,53.70,0,11:11:03 7/7/2022
219.61,53.70,0,11:11:04 7/7/2022
219.61,53.70,0,11:11:05 7/7/2022
216.66,53.70,0,11:11:06 7/7/2022
219.61,53.70,0,11:11:07 7/7/2022
219.61,53.80,0,11:11:09 7/7/2022
219.61,53.80,0,11:11:10 7/7/2022
219.61,53.80,0,11:11:11 7/7/2022
219.61,53.80,0,11:11:12 7/7/2022
219.61,53.70,0,11:11:13 7/7/2022
218.13,53.70,0,11:11:15 7/7/2022
219.61,53.70,0,11:11:16 7/7/2022
219.61,53.70,0,11:11:17 7/7/2022
221.11,53.70,0,11:11:18 7/7/2022
221.11,53.70,0,11:11:19 7/7/2022
221.11,53.70,0,11:11:21 7/7/2022
219.61,53.70,0,11:11:22 7/7/2022
221.11,53.70,0,11:11:23 7/7/2022
221.11,53.70,0,11:11:24 7/7/2022
221.11,53.70,0,11:11:26 7/7/2022
221.11,53.70,0,11:11:27 7/7/2022
221.11,53.70,0,11:11:28 7/7/2022
221.11,53.70,0,11:11:29 7/7/2022
219.61,53.70,0,11:11:30 7/7/2022
219.61,53.70,0,11:11:32 7/7/2022
221.11,53.70,0,11:11:33 7/7/2022
221.11,53.70,0,11:11:34 7/7/2022
222.62,53.70,0,11:11:35 7/7/2022
222.62,53.70,0,11:11:36 7/7/2022
221.11,53.70,0,11:11:38 7/7/2022
222.62,53.70,0,11:11:39 7/7/2022
219.61,53.70,0,11:11:40 7/7/2022
221.11,53.70,0,11:11:41 7/7/2022
221.11,53.70,0,11:11:42 7/7/2022
222.62,53.70,0,11:11:44 7/7/2022
221.11,53.80,0,11:11:45 7/7/2022
221.11,53.80,0,11:11:46 7/7/2022
222.62,53.80,0,11:11:47 7/7/2022
222.62,53.80,0,11:11:48 7/7/2022
222.62,53.70,0,11:11:50 7/7/2022
221.11,53.70,0,11:11:51 7/7/2022
222.62,53.70,0,11:11:52 7/7/2022
222.62,53.70,0,11:11:53 7/7/2022
221.11,53.70,0,11:11:55 7/7/2022
222.62,53.70,0,11:11:56 7/7/2022
222.62,53.70,0,11:11:57 7/7/2022
222.62,53.70,0,11:11:58 7/7/2022
224.14,53.70,0,11:12:00 7/7/2022
221.11,53.70,0,11:12:01 7/7/2022
224.14,53.80,0,11:12:02 7/7/2022
222.62,53.80,0,11:12:03 7/7/2022
224.14,53.80,0,11:12:04 7/7/2022
222.62,53.80,0,11:12:06 7/7/2022
222.62,53.90,0,11:12:07 7/7/2022
224.14,53.90,0,11:12:08 7/7/2022
222.62,53.90,0,11:12:09 7/7/2022
224.14,53.90,0,11:12:10 7/7/2022
224.14,53.80,0,11:12:12 7/7/2022
224.14,53.80,0,11:12:13 7/7/2022
224.14,53.80,0,11:12:14 7/7/2022
224.14,53.80,0,11:12:15 7/7/2022
224.14,53.80,0,11:12:16 7/7/2022
222.62,53.80,0,11:12:18 7/7/2022
224.14,53.80,0,11:12:19 7/7/2022
224.14,53.80,0,11:12:20 7/7/2022
222.62,53.80,0,11:12:21 7/7/2022
225.67,53.80,0,11:12:22 7/7/2022
224.14,53.90,0,11:12:24 7/7/2022
222.62,53.90,0,11:12:25 7/7/2022
225.67,53.80,0,11:12:26 7/7/2022
224.14,53.80,0,11:12:27 7/7/2022
222.62,53.80,0,11:12:29 7/7/2022
224.14,53.80,0,11:12:30 7/7/2022
224.14,53.80,0,11:12:31 7/7/2022
224.14,53.80,0,11:12:32 7/7/2022
225.67,53.80,0,11:12:33 7/7/2022
224.14,53.80,0,11:12:35 7/7/2022
224.14,53.70,0,11:12:36 7/7/2022
224.14,53.70,0,11:12:37 7/7/2022
225.67,53.80,0,11:12:38 7/7/2022
225.67,53.80,0,11:12:39 7/7/2022
224.14,53.80,0,11:12:41 7/7/2022
224.14,53.80,0,11:12:42 7/7/2022
224.14,53.80,0,11:12:43 7/7/2022
224.14,53.80,0,11:12:44 7/7/2022
225.67,53.80,0,11:12:45 7/7/2022
225.67,53.80,0,11:12:47 7/7/2022
224.14,53.70,0,11:12:48 7/7/2022
222.62,53.70,0,11:12:49 7/7/2022
224.14,53.70,0,11:12:50 7/7/2022
224.14,53.70,0,11:12:51 7/7/2022
225.67,53.70,0,11:12:53 7/7/2022
225.67,53.70,0,11:12:54 7/7/2022
225.67,53.70,0,11:12:55 7/7/2022
224.14,53.70,0,11:12:56 7/7/2022
224.14,53.80,0,11:12:57 7/7/2022
224.14,53.80,0,11:12:59 7/7/2022
224.14,53.90,0,11:13:00 7/7/2022
225.67,53.90,0,11:13:01 7/7/2022
225.67,53.90,0,11:13:02 7/7/2022
224.14,53.90,0,11:13:04 7/7/2022
222.62,53.80,0,11:13:05 7/7/2022
224.14,53.80,0,11:13:06 7/7/2022
224.14,53.90,0,11:13:07 7/7/2022
224.14,53.90,0,11:13:08 7/7/2022
222.62,53.80,0,11:13:10 7/7/2022
222.62,53.80,0,11:13:11 7/7/2022
218.13,53.80,0,11:13:12 7/7/2022
216.66,53.80,0,11:13:13 7/7/2022
215.20,53.90,0,11:13:14 7/7/2022
213.75,53.90,0,11:13:16 7/7/2022
212.30,53.80,0,11:13:17 7/7/2022
212.30,53.80,0,11:13:18 7/7/2022
212.30,53.90,0,11:13:19 7/7/2022
212.30,53.90,0,11:13:20 7/7/2022
213.75,53.90,0,11:13:22 7/7/2022
216.66,53.90,0,11:13:23 7/7/2022
219.61,53.90,0,11:13:24 7/7/2022
221.11,53.90,0,11:13:25 7/7/2022
224.14,53.90,0,11:13:26 7/7/2022
224.14,53.90,0,11:13:28 7/7/2022
224.14,53.90,0,11:13:29 7/7/2022
225.67,53.90,0,11:13:30 7/7/2022
227.21,53.80,0,11:13:31 7/7/2022
227.21,53.80,0,11:13:33 7/7/2022
227.21,53.90,0,11:13:34 7/7/2022
227.21,53.90,0,11:13:35 7/7/2022
225.67,53.80,0,11:13:36 7/7/2022
225.67,53.80,0,11:13:37 7/7/2022
227.21,53.90,0,11:13:39 7/7/2022
228.77,53.90,0,11:13:40 7/7/2022
228.77,54.00,0,11:13:41 7/7/2022
228.77,54.00,0,11:13:42 7/7/2022
227.21,53.90,0,11:13:43 7/7/2022
227.21,53.90,0,11:13:45 7/7/2022
227.21,54.00,0,11:13:46 7/7/2022
228.77,54.00,0,11:13:47 7/7/2022
228.77,53.90,0,11:13:48 7/7/2022
230.34,53.90,0,11:13:49 7/7/2022
228.77,53.90,0,11:13:51 7/7/2022
227.21,53.90,0,11:13:52 7/7/2022
228.77,53.90,0,11:13:53 7/7/2022
228.77,53.90,0,11:13:54 7/7/2022
228.77,53.90,0,11:13:55 7/7/2022
230.34,53.90,0,11:13:57 7/7/2022
230.34,53.90,0,11:13:58 7/7/2022
228.77,53.90,0,11:13:59 7/7/2022
227.21,54.00,0,11:14:00 7/7/2022
228.77,54.00,0,11:14:01 7/7/2022
228.77,54.00,0,11:14:03 7/7/2022
230.34,54.00,0,11:14:04 7/7/2022
228.77,54.00,0,11:14:05 7/7/2022
228.77,54.00,0,11:14:06 7/7/2022
227.21,54.00,0,11:14:08 7/7/2022
227.21,54.00,0,11:14:09 7/7/2022
228.77,54.00,0,11:14:10 7/7/2022
228.77,54.00,0,11:14:11 7/7/2022
228.77,54.00,0,11:14:12 7/7/2022
227.21,54.00,0,11:14:14 7/7/2022
225.67,54.00,0,11:14:15 7/7/2022
225.67,54.00,0,11:14:16 7/7/2022
225.67,53.90,0,11:14:17 7/7/2022
225.67,53.90,0,11:14:18 7/7/2022
225.67,54.00,0,11:14:20 7/7/2022
225.67,54.00,0,11:14:21 7/7/2022
224.14,53.90,0,11:14:22 7/7/2022
224.14,53.90,0,11:14:23 7/7/2022
224.14,54.00,0,11:14:24 7/7/2022
224.14,54.00,0,11:14:26 7/7/2022
224.14,54.00,0,11:14:27 7/7/2022
224.14,54.00,0,11:14:28 7/7/2022
224.14,54.00,0,11:14:29 7/7/2022
222.62,54.00,0,11:14:30 7/7/2022
222.62,54.00,0,11:14:32 7/7/2022
224.14,54.00,0,11:14:33 7/7/2022
224.14,54.10,0,11:14:34 7/7/2022
224.14,54.10,0,11:14:35 7/7/2022
225.67,54.10,0,11:14:37 7/7/2022
224.14,54.10,0,11:14:38 7/7/2022
224.14,54.10,0,11:14:39 7/7/2022
224.14,54.10,0,11:14:40 7/7/2022
225.67,54.10,0,11:14:41 7/7/2022
225.67,54.10,0,11:14:43 7/7/2022
225.67,54.00,0,11:14:44 7/7/2022
225.67,54.00,0,11:14:45 7/7/2022
225.67,54.00,0,11:14:46 7/7/2022
225.67,54.00,0,11:14:47 7/7/2022
225.67,54.00,0,11:14:49 7/7/2022
225.67,54.00,0,11:14:50 7/7/2022
227.21,54.10,0,11:14:51 7/7/2022
227.21,54.10,0,11:14:52 7/7/2022
225.67,54.10,0,11:14:53 7/7/2022
225.67,54.10,0,11:14:55 7/7/2022
225.67,54.00,0,11:14:56 7/7/2022
225.67,54.00,0,11:14:57 7/7/2022
227.21,54.10,0,11:14:58 7/7/2022
227.21,54.10,0,11:14:59 7/7/2022
227.21,54.00,0,11:15:01 7/7/2022
225.67,54.00,0,11:15:02 7/7/2022
225.67,54.00,0,11:15:03 7/7/2022
224.14,54.00,0,11:15:04 7/7/2022
225.67,54.10,0,11:15:06 7/7/2022
225.67,54.10,0,11:15:07 7/7/2022
227.21,54.10,0,11:15:08 7/7/2022
227.21,54.10,0,11:15:09 7/7/2022
225.67,54.10,0,11:15:10 7/7/2022
225.67,54.10,0,11:15:12 7/7/2022
225.67,54.10,0,11:15:13 7/7/2022
227.21,54.10,0,11:15:14 7/7/2022
227.21,54.20,0,11:15:15 7/7/2022
228.77,54.20,0,11:15:16 7/7/2022
227.21,54.20,0,11:15:18 7/7/2022
227.21,54.20,0,11:15:19 7/7/2022
225.67,54.10,0,11:15:20 7/7/2022
227.21,54.10,0,11:15:21 7/7/2022
228.77,54.10,0,11:15:22 7/7/2022
228.77,54.10,0,11:15:24 7/7/2022
228.77,54.10,0,11:15:25 7/7/2022
228.77,54.10,0,11:15:26 7/7/2022
227.21,54.10,0,11:15:27 7/7/2022
227.21,54.10,0,11:15:28 7/7/2022
228.77,54.10,0,11:15:30 7/7/2022
228.77,54.10,0,11:15:31 7/7/2022
228.77,54.10,0,11:15:32 7/7/2022
228.77,54.10,0,11:15:33 7/7/2022
227.21,54.10,0,11:15:35 7/7/2022
227.21,54.10,0,11:15:36 7/7/2022
228.77,54.10,0,11:15:37 7/7/2022
228.77,54.10,0,11:15:38 7/7/2022
228.77,54.10,0,11:15:39 7/7/2022
228.77,54.10,0,11:15:41 7/7/2022
228.77,54.10,0,11:15:42 7/7/2022
228.77,54.10,0,11:15:43 7/7/2022
228.77,54.10,0,11:15:44 7/7/2022
228.77,54.10,0,11:15:45 7/7/2022
230.34,54.10,0,11:15:47 7/7/2022
230.34,54.10,0,11:15:48 7/7/2022
230.34,54.10,0,11:15:49 7/7/2022
228.77,54.10,0,11:15:50 7/7/2022
228.77,54.10,0,11:15:51 7/7/2022
228.77,54.10,0,11:15:53 7/7/2022
230.34,54.10,0,11:15:54 7/7/2022
230.34,54.10,0,11:15:55 7/7/2022
230.34,54.10,0,11:15:56 7/7/2022
230.34,54.10,0,11:15:57 7/7/2022
228.77,54.10,0,11:15:59 7/7/2022
227.21,54.10,0,11:16:00 7/7/2022
228.77,54.10,0,11:16:01 7/7/2022
228.77,54.10,0,11:16:02 7/7/2022
228.77,54.10,0,11:16:03 7/7/2022
228.77,54.10,0,11:16:05 7/7/2022
227.21,54.20,0,11:16:06 7/7/2022
227.21,54.20,0,11:16:07 7/7/2022
227.21,54.20,0,11:16:08 7/7/2022
227.21,54.20,0,11:16:10 7/7/2022
227.21,54.20,0,11:16:11 7/7/2022
227.21,54.20,0,11:16:12 7/7/2022
227.21,54.20,0,11:16:13 7/7/2022
225.67,54.20,0,11:16:14 7/7/2022
227.21,54.20,0,11:16:16 7/7/2022
227.21,54.20,0,11:16:17 7/7/2022
228.77,54.10,0,11:16:18 7/7/2022
228.77,54.10,0,11:16:19 7/7/2022
228.77,54.20,0,11:16:20 7/7/2022
227.21,54.20,0,11:16:22 7/7/2022
227.21,54.20,0,11:16:23 7/7/2022
227.21,54.20,0,11:16:24 7/7/2022
228.77,54.30,0,11:16:25 7/7/2022
227.21,54.30,0,11:16:26 7/7/2022
228.77,54.20,0,11:16:28 7/7/2022
228.77,54.20,0,11:16:29 7/7/2022
230.34,54.20,0,11:16:30 7/7/2022
230.34,54.20,0,11:16:31 7/7/2022
230.34,54.20,0,11:16:32 7/7/2022
228.77,54.20,0,11:16:34 7/7/2022
228.77,54.20,0,11:16:35 7/7/2022
228.77,54.20,0,11:16:36 7/7/2022
230.34,54.20,0,11:16:37 7/7/2022
230.34,54.20,0,11:16:38 7/7/2022
230.34,54.20,0,11:16:40 7/7/2022
230.34,54.20,0,11:16:41 7/7/2022
228.77,54.20,0,11:16:42 7/7/2022
230.34,54.20,0,11:16:43 7/7/2022
230.34,54.30,0,11:16:45 7/7/2022
230.34,54.30,0,11:16:46 7/7/2022
230.34,54.20,0,11:16:47 7/7/2022
230.34,54.20,0,11:16:48 7/7/2022
230.34,54.20,0,11:16:49 7/7/2022
231.92,54.20,0,11:16:51 7/7/2022
231.92,54.30,0,11:16:52 7/7/2022
230.34,54.30,0,11:16:53 7/7/2022
231.92,54.20,0,11:16:54 7/7/2022
231.92,54.20,0,11:16:55 7/7/2022
231.92,54.20,0,11:16:57 7/7/2022
230.34,54.20,0,11:16:58 7/7/2022
230.34,54.20,0,11:16:59 7/7/2022
230.34,54.20,0,11:17:01 7/7/2022
231.92,54.20,0,11:17:02 7/7/2022
231.92,54.20,0,11:17:03 7/7/2022
231.92,54.20,0,11:17:04 7/7/2022
230.34,54.20,0,11:17:05 7/7/2022
230.34,54.20,0,11:17:07 7/7/2022
230.34,54.20,0,11:17:08 7/7/2022
231.92,54.30,0,11:17:09 7/7/2022
230.34,54.30,0,11:17:10 7/7/2022
230.34,54.30,0,11:17:11 7/7/2022
231.92,54.30,0,11:17:13 7/7/2022
230.34,54.30,0,11:17:14 7/7/2022
231.92,54.30,0,11:17:15 7/7/2022
231.92,54.30,0,11:17:16 7/7/2022
231.92,54.30,0,11:17:17 7/7/2022
231.92,54.30,0,11:17:19 7/7/2022
231.92,54.30,0,11:17:20 7/7/2022
231.92,54.40,0,11:17:21 7/7/2022
231.92,54.40,0,11:17:22 7/7/2022
231.92,54.40,0,11:17:23 7/7/2022
231.92,54.40,0,11:17:25 7/7/2022
230.34,54.40,0,11:17:26 7/7/2022
230.34,54.40,0,11:17:27 7/7/2022
231.92,54.40,0,11:17:28 7/7/2022
231.92,54.40,0,11:17:29 7/7/2022
231.92,54.40,0,11:17:31 7/7/2022
233.52,54.40,0,11:17:32 7/7/2022
231.92,54.40,0,11:17:33 7/7/2022
230.34,54.40,0,11:17:34 7/7/2022
231.92,54.40,0,11:17:36 7/7/2022
231.92,54.40,0,11:17:37 7/7/2022
233.52,54.40,0,11:17:38 7/7/2022
233.52,54.40,0,11:17:39 7/7/2022
231.92,54.40,0,11:17:40 7/7/2022
231.92,54.40,0,11:17:42 7/7/2022
231.92,54.40,0,11:17:43 7/7/2022
231.92,54.40,0,11:17:44 7/7/2022
231.92,54.40,0,11:17:45 7/7/2022
231.92,54.40,0,11:17:46 7/7/2022
231.92,54.40,0,11:17:48 7/7/2022
233.52,54.40,0,11:17:49 7/7/2022
233.52,54.40,0,11:17:50 7/7/2022
233.52,54.40,0,11:17:51 7/7/2022
233.52,54.40,0,11:17:52 7/7/2022
231.92,54.40,0,11:17:54 7/7/2022
233.52,54.30,0,11:17:55 7/7/2022
233.52,54.30,0,11:17:56 7/7/2022
233.52,54.40,0,11:17:57 7/7/2022
231.92,54.40,0,11:17:58 7/7/2022
233.52,54.40,0,11:18:00 7/7/2022
235.12,54.40,0,11:18:01 7/7/2022
235.12,54.30,0,11:18:02 7/7/2022
233.52,54.30,0,11:18:03 7/7/2022
233.52,54.30,0,11:18:05 7/7/2022
235.12,54.30,0,11:18:06 7/7/2022
233.52,54.30,0,11:18:07 7/7/2022
235.12,54.30,0,11:18:08 7/7/2022
235.12,54.30,0,11:18:09 7/7/2022
233.52,54.30,0,11:18:11 7/7/2022
235.12,54.30,0,11:18:12 7/7/2022
235.12,54.30,0,11:18:13 7/7/2022
233.52,54.30,0,11:18:14 7/7/2022
236.75,54.30,0,11:18:15 7/7/2022
235.12,54.40,0,11:18:17 7/7/2022
235.12,54.40,0,11:18:18 7/7/2022
233.52,54.40,0,11:18:19 7/7/2022
235.12,54.40,0,11:18:20 7/7/2022
235.12,54.40,0,11:18:21 7/7/2022
233.52,54.40,0,11:18:23 7/7/2022
236.75,54.40,0,11:18:24 7/7/2022
235.12,54.40,0,11:18:25 7/7/2022
236.75,54.40,0,11:18:26 7/7/2022
236.75,54.40,0,11:18:27 7/7/2022
235.12,54.40,0,11:18:29 7/7/2022
236.75,54.40,0,11:18:30 7/7/2022
235.12,54.40,0,11:18:31 7/7/2022
236.75,54.40,0,11:18:32 7/7/2022
235.12,54.40,0,11:18:34 7/7/2022
235.12,54.40,0,11:18:35 7/7/2022
236.75,54.40,0,11:18:36 7/7/2022
236.75,54.40,0,11:18:37 7/7/2022
236.75,54.40,0,11:18:38 7/7/2022
238.38,54.40,0,11:18:40 7/7/2022
236.75,54.40,0,11:18:41 7/7/2022
236.75,54.40,0,11:18:42 7/7/2022
235.12,54.40,0,11:18:43 7/7/2022
236.75,54.40,0,11:18:44 7/7/2022
236.75,54.40,0,11:18:46 7/7/2022
236.75,54.40,0,11:18:47 7/7/2022
236.75,54.40,0,11:18:48 7/7/2022
238.38,54.40,0,11:18:49 7/7/2022
238.38,54.50,0,11:18:50 7/7/2022
238.38,54.50,0,11:18:52 7/7/2022
238.38,54.50,0,11:18:53 7/7/2022
238.38,54.50,0,11:18:54 7/7/2022
238.38,54.40,0,11:18:55 7/7/2022
238.38,54.40,0,11:18:57 7/7/2022
238.38,54.40,0,11:18:58 7/7/2022
236.75,54.40,0,11:18:59 7/7/2022
236.75,54.40,0,11:19:00 7/7/2022
238.38,54.40,0,11:19:01 7/7/2022
238.38,54.40,0,11:19:03 7/7/2022
238.38,54.40,0,11:19:04 7/7/2022
236.75,54.40,0,11:19:05 7/7/2022
238.38,54.40,0,11:19:06 7/7/2022
236.75,54.40,0,11:19:07 7/7/2022
236.75,54.40,0,11:19:09 7/7/2022
238.38,54.40,0,11:19:10 7/7/2022
236.75,54.40,0,11:19:11 7/7/2022
240.02,54.30,0,11:19:12 7/7/2022
238.38,54.30,0,11:19:13 7/7/2022
236.75,54.40,0,11:19:15 7/7/2022
236.75,54.40,0,11:19:16 7/7/2022
238.38,54.40,0,11:19:17 7/7/2022
238.38,54.40,0,11:19:18 7/7/2022
238.38,54.40,0,11:19:20 7/7/2022
240.02,54.40,0,11:19:21 7/7/2022
238.38,54.40,0,11:19:22 7/7/2022
240.02,54.40,0,11:19:23 7/7/2022
238.38,54.40,0,11:19:24 7/7/2022
238.38,54.40,0,11:19:26 7/7/2022
238.38,54.40,0,11:19:27 7/7/2022
238.38,54.40,0,11:19:28 7/7/2022
240.02,54.40,0,11:19:29 7/7/2022
240.02,54.40,0,11:19:30 7/7/2022
240.02,54.40,0,11:19:32 7/7/2022
240.02,54.40,0,11:19:33 7/7/2022
238.38,54.40,0,11:19:34 7/7/2022
240.02,54.40,0,11:19:35 7/7/2022
238.38,54.40,0,11:19:36 7/7/2022
238.38,54.40,0,11:19:38 7/7/2022
238.38,54.40,0,11:19:39 7/7/2022
238.38,54.40,0,11:19:40 7/7/2022
240.02,54.40,0,11:19:41 7/7/2022
240.02,54.40,0,11:19:42 7/7/2022
240.02,54.40,0,11:19:44 7/7/2022
240.02,54.40,0,11:19:45 7/7/2022
240.02,54.40,0,11:19:46 7/7/2022
240.02,54.40,0,11:19:47 7/7/2022
238.38,54.40,0,11:19:49 7/7/2022
238.38,54.40,0,11:19:50 7/7/2022
238.38,54.40,0,11:19:51 7/7/2022
238.38,54.40,0,11:19:52 7/7/2022
238.38,54.40,0,11:19:53 7/7/2022
240.02,54.40,0,11:19:55 7/7/2022
240.02,54.40,0,11:19:56 7/7/2022
240.02,54.40,0,11:19:57 7/7/2022
240.02,54.40,0,11:19:58 7/7/2022
238.38,54.40,0,11:19:59 7/7/2022
238.38,54.40,0,11:20:01 7/7/2022
240.02,54.40,0,11:20:02 7/7/2022
240.02,54.40,0,11:20:03 7/7/2022
240.02,54.40,0,11:20:04 7/7/2022
241.68,54.50,0,11:20:05 7/7/2022
240.02,54.50,0,11:20:07 7/7/2022
238.38,54.50,0,11:20:08 7/7/2022
240.02,54.50,0,11:20:09 7/7/2022
240.02,54.60,0,11:20:10 7/7/2022
240.02,54.60,0,11:20:11 7/7/2022
241.68,54.60,0,11:20:13 7/7/2022
241.68,54.60,0,11:20:14 7/7/2022
240.02,54.60,0,11:20:15 7/7/2022
238.38,54.60,0,11:20:16 7/7/2022
240.02,54.60,0,11:20:18 7/7/2022
240.02,54.60,0,11:20:19 7/7/2022
240.02,54.60,0,11:20:20 7/7/2022
240.02,54.60,0,11:20:21 7/7/2022
